393	94	658	24	438	338
386	648	460	471	276	156
338	147	242	521	40	31
194	204	94	478	330	98
483	389	614	540	97	90
625	613	276	292	2	202
245	631	373	425	521	210
608	192	208	368	132	283
333	387	538	545	425	131
258	370	100	38	243	381
114	579	535	419	604	252
308	177	527	26	498	327
658	124	421	184	321	634
484	38	318	621	175	545
665	18	366	369	436	55
287	466	25	82	534	128
515	255	115	155	352	277
31	368	77	49	636	446
214	664	505	305	534	223
263	348	576	617	622	656
566	606	258	498	519	529
593	374	561	501	474	638
370	449	185	239	436	140
539	178	647	372	638	234
448	346	85	343	474	664
358	585	248	342	273	58
370	397	326	521	320	145
85	412	234	474	543	170
562	17	506	650	190	126
1	271	422	447	104	656
87	542	10	125	282	49
437	88	196	446	5	510
408	246	231	366	509	629
312	271	392	223	356	310
525	539	318	6	150	483
618	481	211	311	253	187
328	43	132	609	644	351
491	572	18	459	6	108
294	81	391	105	308	333
174	235	614	176	334	437
72	550	633	556	636	127
167	394	15	451	361	120
50	601	303	457	538	504
578	474	301	576	539	471
198	596	49	628	165	310
87	351	425	39	15	162
569	113	322	385	40	551
415	63	152	583	460	388
617	256	88	163	125	322
559	492	522	210	216	226
277	635	69	78	268	340
475	282	602	398	601	490
545	122	9	186	526	305
412	227	351	161	260	348
324	419	116	358	266	563
416	434	85	248	115	52
646	566	44	123	408	498
290	372	31	287	26	218
641	99	365	280	144	332
284	139	432	135	43	608
521	639	132	317	251	246
617	290	61	624	261	257
438	434	338	597	480	423
16	537	520	460	581	131
487	291	580	607	140	643
636	655	95	499	32	496
419	490	15	603	292	516
464	176	391	640	215	109
267	4	395	53	402	621
563	396	374	70	460	382
1	95	146	309	440	434
285	489	560	582	571	510
404	470	16	76	599	529
27	331	202	42	178	276
438	11	445	641	168	189
183	206	242	389	343	485
52	154	163	70	436	161
349	31	469	75	296	187
227	175	423	177	61	357
353	298	53	272	597	344
309	587	106	117	330	475
556	595	164	114	233	312
58	659	623	127	418	602
394	331	525	355	665	202
533	324	92	199	282	616
259	72	479	43	599	469
511	272	383	387	538	499
552	71	6	490	412	429
516	476	447	31	71	289
652	457	15	651	39	11
302	62	5	567	136	127
237	260	598	479	228	470
531	159	541	652	638	434
647	486	218	185	516	598
648	124	499	464	102	503
452	654	247	8	3	120
585	590	391	140	395	357
393	637	523	195	469	301
412	540	42	2	426	647
658	202	456	425	363	143
624	649	351	480	184	240
